k_x,k_y,k_z
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
5e-18,1e-18,5e-18
